pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene
86.44,180.81,9.59,27.22,1.93,22.27,9.88,2024-10-31 00:15:00,2.63,0.8,4.54,1.31
106.39,202.1,9.14,25.93,1.88,21.21,15.12,2024-10-31 00:30:00,2.58,0.78,4.45,1.28
130.24,227.54,9.71,27.55,1.97,22.54,8.27,2024-10-31 00:45:00,2.66,0.8,4.59,1.32
130.24,227.54,9.02,25.6,1.85,20.94,20.57,2024-10-31 01:00:00,2.52,0.76,4.35,1.25
130.24,227.54,9.03,25.62,1.84,20.96,22.12,2024-10-31 01:15:00,2.51,0.76,4.33,1.25
132.21,231.3,8.83,25.06,1.81,20.5,20.0,2024-10-31 01:30:00,2.45,0.74,4.23,1.22
134.47,235.6,9.0,25.54,1.84,20.89,15.42,2024-10-31 01:45:00,2.52,0.76,4.34,1.25
134.47,235.6,8.96,25.44,1.84,20.81,12.72,2024-10-31 02:00:00,2.47,0.75,4.26,1.23
134.47,235.6,9.0,25.53,1.84,20.89,12.9,2024-10-31 02:15:00,2.5,0.76,4.31,1.24
123.65,210.49,8.75,24.83,1.79,20.31,11.6,2024-10-31 02:30:00,2.45,0.74,4.22,1.22
111.28,181.8,8.91,25.28,1.82,20.68,8.13,2024-10-31 02:45:00,2.5,0.76,4.31,1.24
111.28,181.8,9.24,26.23,1.98,21.46,7.8,2024-10-31 03:00:00,2.63,0.8,4.54,1.31
111.28,181.8,9.24,26.23,1.87,21.46,13.27,2024-10-31 03:15:00,2.53,0.76,4.35,1.25
102.95,171.83,10.42,29.58,2.12,24.2,10.17,2024-10-31 03:30:00,2.77,0.84,4.78,1.38
93.43,160.45,10.04,28.49,2.06,23.31,11.07,2024-10-31 03:45:00,2.76,0.83,4.75,1.37
93.43,160.45,10.05,28.51,2.05,23.32,10.26,2024-10-31 04:00:00,2.76,0.83,4.76,1.37
93.43,160.45,10.29,29.21,2.1,23.9,11.06,2024-10-31 04:15:00,2.82,0.85,4.86,1.4
85.33,147.9,10.33,29.32,2.11,23.99,7.07,2024-10-31 04:30:00,2.84,0.86,4.9,1.41
76.08,133.56,10.37,29.44,2.11,24.08,5.03,2024-10-31 04:45:00,2.85,0.86,4.91,1.42
76.08,133.56,10.64,30.19,2.18,24.7,4.81,2024-10-31 05:00:00,2.91,0.88,5.01,1.44
76.08,133.56,9.8,27.81,2.0,22.75,15.87,2024-10-31 05:15:00,2.71,0.82,4.67,1.35
71.97,126.61,9.92,28.15,2.02,23.03,12.6,2024-10-31 05:30:00,2.74,0.83,4.72,1.36
67.27,118.67,9.99,28.34,2.05,23.18,10.36,2024-10-31 05:45:00,2.77,0.84,4.77,1.37
67.27,118.67,10.2,28.94,2.09,23.68,5.86,2024-10-31 06:00:00,2.82,0.85,4.86,1.4
67.27,118.67,10.38,29.46,2.12,24.1,2.45,2024-10-31 06:15:00,2.85,0.86,4.92,1.42
65.85,122.63,10.47,29.71,2.15,24.31,1.02,2024-10-31 06:30:00,2.86,0.86,4.93,1.42
64.23,127.16,10.79,30.63,2.2,25.06,2.01,2024-10-31 06:45:00,2.95,0.89,5.09,1.47
64.23,127.16,8.51,24.15,1.74,19.75,5.23,2024-10-31 07:00:00,2.14,0.65,3.68,1.06
64.23,127.16,10.3,29.23,2.1,23.92,6.52,2024-10-31 07:15:00,2.8,0.85,4.82,1.39
72.11,134.55,10.26,29.12,2.1,23.83,8.7,2024-10-31 07:30:00,2.82,0.85,4.86,1.4
81.1,142.99,10.62,30.12,2.19,24.64,10.35,2024-10-31 07:45:00,2.9,0.88,5.0,1.44
81.1,142.99,11.27,31.97,2.32,26.15,13.89,2024-10-31 08:00:00,3.04,0.92,5.25,1.51
81.1,142.99,11.0,31.21,2.26,25.53,20.02,2024-10-31 08:15:00,2.99,0.9,5.15,1.48
79.02,151.46,10.79,30.62,2.2,25.05,26.83,2024-10-31 08:30:00,2.96,0.89,5.1,1.47
76.65,161.14,10.76,30.53,2.2,24.98,31.87,2024-10-31 08:45:00,2.93,0.89,5.05,1.46
76.65,161.14,9.52,27.03,1.94,22.11,41.46,2024-10-31 09:00:00,2.66,0.8,4.58,1.32
76.65,161.14,8.63,24.49,1.79,20.03,49.63,2024-10-31 09:15:00,2.44,0.74,4.2,1.21
68.21,145.19,8.48,24.07,1.74,19.69,49.54,2024-10-31 09:30:00,2.37,0.72,4.09,1.18
58.58,126.96,8.16,23.17,1.68,18.95,59.72,2024-10-31 09:45:00,2.32,0.7,4.01,1.15
58.58,126.96,8.22,23.32,1.68,19.08,58.55,2024-10-31 10:00:00,2.32,0.7,3.99,1.15
58.58,126.96,8.23,23.36,1.69,19.11,63.82,2024-10-31 10:15:00,2.32,0.7,3.99,1.15
53.55,122.51,8.75,24.83,1.77,20.32,65.92,2024-10-31 10:30:00,2.4,0.73,4.14,1.19
47.8,117.43,8.87,25.16,1.82,20.58,67.46,2024-10-31 10:45:00,2.47,0.75,4.26,1.23
47.8,117.43,7.4,20.99,1.61,17.17,52.35,2024-10-31 11:00:00,2.35,0.71,4.05,1.17
47.8,117.43,8.43,23.92,1.71,19.57,77.94,2024-10-31 11:15:00,2.37,0.72,4.08,1.18
48.04,110.11,8.87,25.17,1.83,20.59,73.02,2024-10-31 11:30:00,2.49,0.75,4.28,1.23
48.33,101.75,9.25,26.24,1.88,21.47,78.89,2024-10-31 11:45:00,2.6,0.79,4.48,1.29
48.33,101.75,9.66,27.42,1.97,22.43,82.92,2024-10-31 12:00:00,2.68,0.81,4.62,1.33
48.33,101.75,9.72,27.59,2.0,22.57,86.29,2024-10-31 12:15:00,2.68,0.81,4.61,1.33
46.14,100.38,9.7,27.52,1.97,22.51,83.86,2024-10-31 12:30:00,2.67,0.81,4.61,1.33
43.51,98.82,9.98,28.32,2.03,23.17,82.06,2024-10-31 12:45:00,2.73,0.83,4.71,1.36
43.51,98.82,10.08,28.59,2.05,23.39,43.0,2024-10-31 13:00:00,2.77,0.84,4.78,1.38
43.51,98.82,9.94,28.2,2.05,23.08,87.41,2024-10-31 13:15:00,2.76,0.83,4.75,1.37
48.72,100.21,10.25,29.08,2.09,23.79,89.81,2024-10-31 13:30:00,2.8,0.85,4.83,1.39
54.95,101.78,10.25,29.09,2.1,23.8,85.92,2024-10-31 13:45:00,2.82,0.85,4.87,1.4
54.95,101.78,10.25,29.1,2.1,23.81,85.11,2024-10-31 14:00:00,2.82,0.85,4.86,1.4
54.95,101.78,10.13,28.75,2.06,23.52,89.24,2024-10-31 14:15:00,2.77,0.84,4.78,1.38
56.35,98.26,9.74,27.65,1.99,22.62,83.98,2024-10-31 14:30:00,2.69,0.81,4.64,1.34
58.03,94.24,9.62,27.3,1.96,22.33,82.61,2024-10-31 14:45:00,2.66,0.8,4.58,1.32
58.03,94.24,7.92,22.49,1.65,18.4,64.03,2024-10-31 15:00:00,2.25,0.68,3.87,1.12
58.03,94.24,8.08,22.94,1.63,18.77,85.15,2024-10-31 15:15:00,2.28,0.69,3.93,1.13
61.74,90.01,7.63,21.64,1.55,17.7,88.36,2024-10-31 15:30:00,2.17,0.66,3.74,1.08
66.18,85.17,7.77,22.05,1.58,18.04,87.19,2024-10-31 15:45:00,2.21,0.67,3.81,1.1
66.18,85.17,7.64,21.69,1.56,17.75,85.47,2024-10-31 16:00:00,2.19,0.66,3.78,1.09
66.18,85.17,7.58,21.51,1.56,17.59,86.91,2024-10-31 16:15:00,2.18,0.66,3.75,1.08
57.11,87.58,7.92,22.47,1.62,18.38,89.08,2024-10-31 16:30:00,2.24,0.68,3.87,1.11
46.27,90.32,8.02,22.76,1.62,18.62,83.3,2024-10-31 16:45:00,2.26,0.68,3.9,1.12
46.27,90.32,8.52,24.19,1.75,19.79,72.82,2024-10-31 17:00:00,2.41,0.73,4.15,1.2
46.27,90.32,9.14,25.94,1.87,21.22,66.26,2024-10-31 17:15:00,2.54,0.77,4.38,1.26
45.81,84.17,9.21,26.12,1.88,21.37,74.22,2024-10-31 17:30:00,2.56,0.77,4.41,1.27
45.26,76.82,9.62,27.29,1.98,22.33,51.07,2024-10-31 17:45:00,2.67,0.81,4.6,1.33
45.26,76.82,10.62,30.12,2.17,24.64,38.5,2024-10-31 18:00:00,2.87,0.87,4.95,1.43
45.26,76.82,11.8,33.47,2.42,27.39,29.36,2024-10-31 18:15:00,3.23,0.98,5.57,1.6
45.14,85.04,14.74,41.82,2.93,34.22,21.09,2024-10-31 18:30:00,3.87,1.17,6.68,1.92
45.0,94.86,17.84,50.61,3.65,41.41,10.75,2024-10-31 18:45:00,4.66,1.41,8.03,2.31
45.0,94.86,14.31,40.61,3.05,33.23,12.89,2024-10-31 19:00:00,3.94,1.19,6.79,1.95
45.0,94.86,13.71,38.9,2.79,31.82,26.84,2024-10-31 19:15:00,3.67,1.11,6.32,1.82
56.21,111.04,12.95,36.74,2.63,30.06,29.47,2024-10-31 19:30:00,3.47,1.05,5.99,1.72
69.62,130.38,13.3,37.74,2.72,30.87,25.66,2024-10-31 19:45:00,3.54,1.07,6.1,1.76
69.62,130.38,12.47,35.38,2.57,28.94,36.34,2024-10-31 20:00:00,3.33,1.01,5.75,1.66
69.62,130.38,12.97,36.8,2.67,30.11,29.98,2024-10-31 20:15:00,3.54,1.07,6.1,1.76
74.01,131.0,12.98,36.83,2.67,30.13,24.83,2024-10-31 20:30:00,3.47,1.05,5.99,1.73
79.25,131.75,12.66,35.94,2.6,29.4,17.13,2024-10-31 20:45:00,3.4,1.03,5.87,1.69
79.25,131.75,12.47,35.39,2.56,28.95,15.75,2024-10-31 21:00:00,3.35,1.01,5.78,1.66
79.25,131.75,13.1,37.18,2.68,30.42,10.2,2024-10-31 21:15:00,3.49,1.06,6.02,1.73
88.34,152.44,12.78,36.26,2.61,29.67,8.19,2024-10-31 21:30:00,3.42,1.03,5.89,1.7
99.21,177.18,12.73,36.12,2.6,29.55,6.61,2024-10-31 21:45:00,3.41,1.03,5.87,1.69
99.21,177.18,13.34,37.86,2.75,30.97,3.26,2024-10-31 22:00:00,3.57,1.08,6.16,1.77
99.21,177.18,13.4,38.04,2.75,31.12,8.84,2024-10-31 22:15:00,3.58,1.08,6.16,1.78
117.33,198.3,12.61,35.78,2.6,29.27,11.35,2024-10-31 22:30:00,3.38,1.02,5.82,1.68
138.99,223.55,12.44,35.3,2.53,28.88,6.66,2024-10-31 22:45:00,3.33,1.01,5.75,1.66
138.99,223.55,9.92,28.14,2.1,23.03,3.99,2024-10-31 23:00:00,2.97,0.9,5.12,1.48
138.99,223.55,10.78,30.58,2.2,25.02,8.98,2024-10-31 23:15:00,2.93,0.88,5.04,1.45
147.86,232.92,10.09,28.62,2.01,23.42,21.63,2024-10-31 23:30:00,2.75,0.83,4.74,1.37
158.46,244.13,7.96,22.6,1.59,18.49,33.66,2024-11-01 00:00:00,2.18,0.66,3.75,1.08
158.46,244.13,7.6,21.58,1.55,17.65,28.67,2024-11-01 00:15:00,2.18,0.66,3.75,1.08
148.07,227.72,8.03,22.8,1.66,18.65,27.39,2024-11-01 00:30:00,2.31,0.7,3.98,1.15
135.64,208.11,7.85,22.28,1.58,18.22,32.02,2024-11-01 00:45:00,2.23,0.67,3.85,1.11
135.64,208.11,8.84,25.08,1.8,20.52,18.69,2024-11-01 01:00:00,2.44,0.74,4.21,1.21
135.64,208.11,7.62,21.63,1.59,17.69,23.13,2024-11-01 01:15:00,2.16,0.65,3.72,1.07
132.52,203.36,6.64,18.85,1.35,15.42,33.36,2024-11-01 01:30:00,1.97,0.59,3.39,0.98
128.94,197.94,5.82,16.51,1.19,13.5,40.99,2024-11-01 01:45:00,1.74,0.53,3.0,0.87
128.94,197.94,5.83,16.54,1.19,13.53,42.15,2024-11-01 02:00:00,1.74,0.52,3.0,0.86
128.94,197.94,6.09,17.27,1.24,14.13,18.0,2024-11-01 02:15:00,1.81,0.55,3.12,0.9
106.9,174.71,6.26,17.77,1.29,14.54,28.31,2024-11-01 02:30:00,1.88,0.57,3.25,0.94
81.7,148.16,7.24,20.55,1.49,16.81,25.49,2024-11-01 02:45:00,2.09,0.63,3.6,1.04
81.7,148.16,6.48,18.4,1.54,15.05,22.16,2024-11-01 03:00:00,2.23,0.67,3.85,1.11
81.7,148.16,7.87,22.33,1.62,18.26,31.39,2024-11-01 03:15:00,2.24,0.68,3.86,1.11
79.59,135.87,8.22,23.31,1.69,19.07,27.58,2024-11-01 03:30:00,2.33,0.7,4.01,1.15
77.18,121.83,8.32,23.61,1.7,19.32,26.2,2024-11-01 03:45:00,2.35,0.71,4.04,1.17
77.18,121.83,8.46,24.01,1.73,19.64,26.27,2024-11-01 04:00:00,2.4,0.72,4.13,1.19
77.18,121.83,8.6,24.4,1.75,19.97,33.76,2024-11-01 04:15:00,2.4,0.72,4.13,1.19
69.16,110.75,8.7,24.68,1.78,20.19,34.1,2024-11-01 04:30:00,2.44,0.74,4.2,1.21
59.99,98.09,8.4,23.84,1.73,19.51,34.26,2024-11-01 04:45:00,2.38,0.72,4.09,1.18
59.99,98.09,8.57,24.32,1.73,19.89,41.97,2024-11-01 05:00:00,2.36,0.71,4.07,1.17
59.99,98.09,9.08,25.76,1.85,21.08,40.72,2024-11-01 05:15:00,2.54,0.77,4.37,1.26
54.57,89.76,8.58,24.35,1.74,19.92,40.89,2024-11-01 05:30:00,2.4,0.73,4.14,1.19
48.38,80.23,8.96,25.44,1.82,20.81,33.65,2024-11-01 05:45:00,2.51,0.76,4.32,1.24
48.38,80.23,7.69,21.82,1.57,17.85,24.76,2024-11-01 06:00:00,2.22,0.67,3.82,1.1
48.38,80.23,7.73,21.93,1.57,17.94,18.88,2024-11-01 06:15:00,2.2,0.66,3.78,1.09
52.99,80.84,7.92,22.48,1.61,18.39,20.91,2024-11-01 06:30:00,2.24,0.68,3.86,1.11
58.27,81.52,7.82,22.18,1.6,18.15,34.03,2024-11-01 06:45:00,2.23,0.67,3.84,1.11
58.27,81.52,8.13,23.07,1.54,18.88,33.35,2024-11-01 07:00:00,2.32,0.7,3.99,1.15
58.27,81.52,8.34,23.66,1.71,19.36,29.44,2024-11-01 07:15:00,2.35,0.71,4.05,1.17
88.99,107.96,14.97,42.48,3.07,34.75,85.94,2024-11-01 13:15:00,3.93,1.19,6.78,1.95
81.28,104.91,16.93,48.05,3.42,39.31,78.58,2024-11-01 13:30:00,4.3,1.3,7.41,2.13
72.47,101.43,16.91,47.99,3.46,39.26,41.0,2024-11-01 13:45:00,4.43,1.34,7.64,2.2
72.47,101.43,17.19,48.78,3.51,39.91,79.28,2024-11-01 14:00:00,4.45,1.35,7.67,2.21
72.47,101.43,17.47,49.56,3.58,40.55,77.13,2024-11-01 14:15:00,4.59,1.39,7.91,2.28
68.54,96.81,17.12,48.58,3.49,39.75,79.52,2024-11-01 14:30:00,4.46,1.35,7.68,2.21
64.06,91.52,17.36,49.25,3.51,40.29,79.81,2024-11-01 14:45:00,4.51,1.37,7.78,2.24
64.06,91.52,7.57,21.47,1.57,17.57,67.81,2024-11-01 15:00:00,2.2,0.66,3.79,1.09
64.06,91.52,6.75,19.15,1.38,15.67,80.33,2024-11-01 15:15:00,1.95,0.59,3.35,0.97
61.59,91.36,7.46,21.18,1.53,17.33,73.87,2024-11-01 15:30:00,2.04,0.62,3.51,1.01
58.76,91.18,7.61,21.59,1.54,17.67,76.91,2024-11-01 15:45:00,2.14,0.65,3.69,1.06
58.76,91.18,7.94,22.54,1.61,18.44,79.42,2024-11-01 16:00:00,2.22,0.67,3.82,1.1
58.76,91.18,9.24,26.23,1.83,21.46,76.94,2024-11-01 16:15:00,2.51,0.76,4.33,1.25
58.35,89.78,11.19,31.74,2.28,25.97,76.65,2024-11-01 16:30:00,3.08,0.93,5.31,1.53
57.87,88.17,11.73,33.27,2.4,27.22,66.88,2024-11-01 16:45:00,3.16,0.95,5.44,1.57
57.87,88.17,12.56,35.65,2.64,29.16,48.57,2024-11-01 17:00:00,3.42,1.03,5.89,1.7
57.87,88.17,11.99,34.02,2.46,27.83,61.66,2024-11-01 17:15:00,3.25,0.98,5.61,1.62
54.77,92.34,13.05,37.03,2.67,30.3,61.64,2024-11-01 17:30:00,3.48,1.05,6.0,1.73
51.23,97.1,13.31,37.76,2.65,30.89,49.5,2024-11-01 17:45:00,3.43,1.04,5.91,1.7
51.23,97.1,13.48,38.24,2.77,31.28,36.94,2024-11-01 18:00:00,3.59,1.08,6.18,1.78
51.23,97.1,15.49,43.94,3.14,35.95,30.25,2024-11-01 18:15:00,4.01,1.21,6.91,1.99
62.87,98.47,17.12,48.58,3.47,39.75,22.8,2024-11-01 18:30:00,4.42,1.34,7.62,2.19
76.18,100.02,18.8,53.36,3.97,43.65,9.0,2024-11-01 18:45:00,5.14,1.56,8.87,2.55
76.18,100.02,13.62,38.66,2.8,31.62,2.0,2024-11-01 19:00:00,3.54,1.07,6.1,1.76
76.18,100.02,12.2,34.63,2.5,28.33,23.42,2024-11-01 19:15:00,3.26,0.99,5.62,1.62
98.57,141.0,10.31,29.25,2.11,23.93,31.27,2024-11-01 19:30:00,2.83,0.86,4.88,1.4
124.16,187.84,9.91,28.12,2.02,23.01,33.94,2024-11-01 19:45:00,2.72,0.82,4.69,1.35
124.16,187.84,10.13,28.74,2.08,23.51,32.63,2024-11-01 20:00:00,2.8,0.85,4.82,1.39
124.16,187.84,10.73,30.44,2.17,24.9,30.97,2024-11-01 20:15:00,2.87,0.87,4.94,1.42
157.93,241.02,11.19,31.77,2.3,25.99,29.9,2024-11-01 20:30:00,3.02,0.91,5.21,1.5
196.52,301.81,11.88,33.72,2.45,27.59,15.27,2024-11-01 20:45:00,3.23,0.98,5.56,1.6
196.52,301.81,12.54,35.6,2.57,29.12,8.43,2024-11-01 21:00:00,3.36,1.02,5.8,1.67
196.52,301.81,12.7,36.04,2.6,29.49,4.03,2024-11-01 21:15:00,3.41,1.03,5.87,1.69
267.76,401.22,13.69,38.85,2.78,31.78,0.09,2024-11-01 21:30:00,3.64,1.1,6.28,1.81
349.18,514.83,14.92,42.34,3.06,34.64,,2024-11-01 21:45:00,3.93,1.19,6.78,1.95
349.18,514.83,15.37,43.62,3.14,35.68,,2024-11-01 22:00:00,4.05,1.23,6.99,2.01
349.18,514.83,15.98,45.35,3.31,37.1,,2024-11-01 22:15:00,4.31,1.31,7.44,2.14
417.06,599.71,15.96,45.29,3.2,37.05,,2024-11-01 22:30:00,3.96,1.2,6.83,1.97
494.64,696.7,15.21,43.16,3.09,35.31,,2024-11-01 22:45:00,4.04,1.22,6.96,2.0
494.64,696.7,10.63,30.17,2.25,24.69,,2024-11-01 23:00:00,,,,
494.64,696.7,11.7,33.2,2.39,27.16,,2024-11-01 23:15:00,3.16,0.96,5.46,1.57
536.46,744.98,11.19,31.75,2.3,25.98,,2024-11-01 23:30:00,3.03,0.92,5.22,1.5
584.26,800.14,11.6,32.91,2.39,26.92,,2024-11-02 00:00:00,3.14,0.95,5.41,1.56
584.26,800.14,12.16,34.52,2.47,28.24,0.2,2024-11-02 00:15:00,3.28,0.99,5.66,1.63
587.02,798.71,11.88,33.7,2.43,27.57,0.82,2024-11-02 00:30:00,3.19,0.96,5.49,1.58
590.17,797.06,11.16,31.67,2.27,25.91,0.92,2024-11-02 00:45:00,3.03,0.92,5.23,1.51
590.17,797.06,11.37,32.25,2.32,26.39,,2024-11-02 01:00:00,3.08,0.93,5.32,1.53
590.17,797.06,11.52,32.7,2.4,26.75,,2024-11-02 01:15:00,3.18,0.96,5.48,1.58
587.61,782.2,11.47,32.54,2.36,26.62,,2024-11-02 01:30:00,3.1,0.94,5.34,1.54
584.7,765.21,11.81,33.51,2.42,27.42,,2024-11-02 01:45:00,3.19,0.97,5.51,1.59
584.7,765.21,11.98,33.99,2.46,27.81,,2024-11-02 02:00:00,3.21,0.97,5.54,1.59
584.7,765.21,11.97,33.97,2.49,27.79,,2024-11-02 02:15:00,3.21,0.97,5.54,1.6
545.87,782.11,12.1,34.34,2.48,28.1,,2024-11-02 02:30:00,3.26,0.99,5.63,1.62
501.49,801.42,11.84,33.6,2.43,27.49,0.04,2024-11-02 02:45:00,3.18,0.96,5.48,1.58
501.49,801.42,8.12,23.05,1.75,18.86,2.96,2024-11-02 03:00:00,2.47,0.75,4.26,1.23
501.49,801.42,9.35,26.52,1.9,21.7,5.0,2024-11-02 03:15:00,2.6,0.78,4.48,1.29
411.16,672.76,9.11,25.84,1.87,21.14,12.09,2024-11-02 03:30:00,2.54,0.77,4.37,1.26
307.94,525.73,9.51,26.98,1.95,22.08,7.2,2024-11-02 03:45:00,2.66,0.8,4.58,1.32
307.94,525.73,9.66,27.43,1.96,22.44,5.76,2024-11-02 04:00:00,2.63,0.8,4.54,1.31
307.94,525.73,9.87,28.01,2.04,22.91,4.92,2024-11-02 04:15:00,2.71,0.82,4.68,1.35
262.73,449.79,9.55,27.09,1.94,22.16,14.3,2024-11-02 04:30:00,2.64,0.8,4.55,1.31
211.07,363.01,9.16,26.0,1.88,21.27,20.86,2024-11-02 04:45:00,2.58,0.78,4.45,1.28
211.07,363.01,8.83,25.04,1.81,20.49,21.0,2024-11-02 05:00:00,2.48,0.75,4.27,1.23
211.07,363.01,8.54,24.24,1.76,19.83,19.38,2024-11-02 05:15:00,2.41,0.73,4.16,1.2
196.01,323.23,8.41,23.87,1.73,19.53,12.92,2024-11-02 05:30:00,2.38,0.72,4.09,1.18
178.81,277.77,8.67,24.62,1.77,20.14,10.99,2024-11-02 05:45:00,2.42,0.73,4.17,1.2
178.81,277.77,8.6,24.41,1.76,19.97,12.3,2024-11-02 06:00:00,2.4,0.72,4.13,1.19
178.81,277.77,8.53,24.2,1.76,19.8,8.75,2024-11-02 06:15:00,2.4,0.72,4.13,1.19
163.71,254.11,8.88,25.2,1.81,20.61,7.68,2024-11-02 06:30:00,2.48,0.75,4.27,1.23
146.45,227.08,8.85,25.12,1.83,20.55,8.72,2024-11-02 06:45:00,2.48,0.75,4.27,1.23
146.45,227.08,8.16,23.16,1.68,18.95,9.55,2024-11-02 07:00:00,2.33,0.7,4.02,1.16
146.45,227.08,8.39,23.79,1.71,19.47,19.75,2024-11-02 07:15:00,2.35,0.71,4.06,1.17
127.66,214.04,8.35,23.7,1.71,19.39,21.92,2024-11-02 07:30:00,2.31,0.7,3.97,1.15
106.2,199.13,8.79,24.95,1.81,20.41,21.52,2024-11-02 07:45:00,2.48,0.75,4.27,1.23
106.2,199.13,8.86,25.14,1.8,20.56,25.32,2024-11-02 08:00:00,2.48,0.75,4.27,1.23
106.2,199.13,8.37,23.75,1.71,19.43,38.97,2024-11-02 08:15:00,2.33,0.71,4.02,1.16
107.25,190.28,8.07,22.91,1.67,18.74,47.78,2024-11-02 08:30:00,2.3,0.7,3.97,1.14
108.45,180.17,8.02,22.76,1.66,18.62,48.59,2024-11-02 08:45:00,2.27,0.69,3.92,1.13
108.45,180.17,8.02,22.75,1.72,18.61,51.49,2024-11-02 09:00:00,2.31,0.7,3.98,1.15
108.45,180.17,7.81,22.17,1.6,18.13,53.91,2024-11-02 09:15:00,2.23,0.67,3.84,1.11
98.13,170.08,7.73,21.95,1.59,17.95,48.09,2024-11-02 09:30:00,2.23,0.67,3.84,1.11
86.34,158.56,7.58,21.5,1.58,17.59,48.91,2024-11-02 09:45:00,2.17,0.65,3.74,1.08
86.34,158.56,9.6,27.23,2.03,22.28,57.74,2024-11-02 10:00:00,2.69,0.81,4.63,1.33
86.34,158.56,10.4,29.51,2.13,24.14,59.42,2024-11-02 10:15:00,2.85,0.86,4.92,1.42
79.12,149.02,10.82,30.7,2.2,25.11,66.83,2024-11-02 10:30:00,2.94,0.89,5.07,1.46
70.86,138.11,10.87,30.84,2.22,25.23,67.84,2024-11-02 10:45:00,2.96,0.9,5.11,1.47
70.86,138.11,5.92,16.8,1.62,13.74,52.61,2024-11-02 11:00:00,2.23,0.67,3.85,1.11
70.86,138.11,7.91,22.44,1.61,18.36,66.14,2024-11-02 11:15:00,2.23,0.67,3.84,1.11
63.86,125.65,7.53,21.38,1.54,17.49,79.36,2024-11-02 11:30:00,2.15,0.65,3.71,1.07
55.86,111.42,7.52,21.33,1.53,17.45,78.91,2024-11-02 11:45:00,2.16,0.65,3.72,1.07
55.86,111.42,7.61,21.59,1.56,17.67,81.98,2024-11-02 12:00:00,2.17,0.66,3.74,1.08
55.86,111.42,7.52,21.33,1.55,17.45,87.89,2024-11-02 12:15:00,2.18,0.66,3.75,1.08
58.6,110.87,7.52,21.33,1.55,17.45,93.07,2024-11-02 12:30:00,2.17,0.66,3.74,1.08
61.73,110.24,7.43,21.07,1.51,17.24,93.05,2024-11-02 12:45:00,2.13,0.64,3.68,1.06
61.73,110.24,7.36,20.89,1.49,17.09,89.85,2024-11-02 13:00:00,2.13,0.64,3.66,1.06
61.73,110.24,7.21,20.45,1.48,16.73,93.47,2024-11-02 13:15:00,2.1,0.63,3.61,1.04
57.68,102.56,7.26,20.62,1.5,16.87,97.67,2024-11-02 13:30:00,2.11,0.64,3.63,1.05
53.05,93.79,7.32,20.76,1.5,16.99,94.48,2024-11-02 13:45:00,2.11,0.64,3.64,1.05
53.05,93.79,7.24,20.54,1.48,16.8,90.44,2024-11-02 14:00:00,2.09,0.63,3.61,1.04
53.05,93.79,6.76,19.18,1.37,15.69,87.94,2024-11-02 14:15:00,1.96,0.59,3.38,0.97
56.1,86.55,6.93,19.66,1.44,16.08,92.6,2024-11-02 14:30:00,2.02,0.61,3.47,1.0
59.59,78.29,7.46,21.17,1.51,17.32,91.12,2024-11-02 14:45:00,2.11,0.64,3.64,1.05
59.59,78.29,7.02,19.93,1.41,16.31,83.4,2024-11-02 15:00:00,,,,
59.59,78.29,7.27,20.64,1.49,16.89,94.08,2024-11-02 15:15:00,2.09,0.63,3.61,1.04
53.83,77.97,7.09,20.12,1.44,16.46,94.33,2024-11-02 15:30:00,2.05,0.62,3.54,1.02
47.24,77.6,7.45,21.14,1.51,17.3,92.1,2024-11-02 15:45:00,2.14,0.65,3.68,1.06
47.24,77.6,7.57,21.49,1.54,17.58,90.28,2024-11-02 16:00:00,2.13,0.64,3.67,1.06
47.24,77.6,7.82,22.19,1.6,18.16,87.72,2024-11-02 16:15:00,2.22,0.67,3.83,1.1
45.77,86.52,8.01,22.73,1.64,18.6,87.92,2024-11-02 16:30:00,2.27,0.69,3.92,1.13
44.08,96.71,8.37,23.75,1.72,19.43,78.97,2024-11-02 16:45:00,2.36,0.71,4.07,1.17
44.08,96.71,8.43,23.91,1.71,19.56,84.45,2024-11-02 17:00:00,2.36,0.71,4.08,1.17
44.08,96.71,8.69,24.67,1.75,20.18,74.81,2024-11-02 17:15:00,2.38,0.72,4.1,1.18
43.57,93.77,9.02,25.59,1.84,20.93,45.71,2024-11-02 17:30:00,2.52,0.76,4.34,1.25
42.98,90.4,9.54,27.08,1.95,22.16,41.94,2024-11-02 17:45:00,2.62,0.79,4.52,1.3
42.98,90.4,9.44,26.78,1.93,21.91,43.32,2024-11-02 18:00:00,2.63,0.8,4.54,1.31
42.98,90.4,11.21,31.8,2.24,26.02,27.56,2024-11-02 18:15:00,3.0,0.91,5.18,1.49
45.23,95.44,13.99,39.7,2.69,32.48,15.39,2024-11-02 18:30:00,3.31,1.0,5.71,1.64
47.8,101.2,16.57,47.01,3.4,38.46,6.44,2024-11-02 18:45:00,4.31,1.3,7.43,2.14
47.8,101.2,12.2,34.63,2.71,28.33,5.66,2024-11-02 19:00:00,3.53,1.07,6.09,1.75
47.8,101.2,22.06,62.58,3.88,51.2,2.38,2024-11-02 19:15:00,5.59,1.69,9.64,2.77
82.46,142.78,20.54,58.29,4.22,47.69,,2024-11-02 19:30:00,5.46,1.65,9.41,2.71
122.07,190.3,15.27,43.32,3.22,35.44,2.6,2024-11-02 19:45:00,4.13,1.25,7.12,2.05
