pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
31.09,59.12,7.15,7.83,,0.76,6.71,24.61,36.39,82.81,0.37,0.04,92.15,708.0,2024-06-19 02:30:00,7.21,0.33,0.27,0.74,
31.09,59.12,7.33,7.87,,0.76,7.51,34.21,36.26,83.27,0.55,0.04,20.04,708.0,2024-06-19 02:45:00,6.22,0.33,0.27,0.74,
31.09,59.12,7.2,7.95,,0.76,6.91,39.05,36.36,82.69,0.56,0.04,110.43,708.0,2024-06-19 03:00:00,7.31,0.33,0.27,0.74,
31.01,58.94,7.41,7.81,,0.76,6.21,22.13,36.47,82.42,0.73,0.04,36.41,708.0,2024-06-19 03:15:00,7.41,0.33,0.27,0.74,
29.51,55.94,6.67,7.73,,0.76,7.57,19.35,36.55,81.99,0.25,0.03,20.59,707.42,2024-06-19 03:30:00,6.83,0.33,0.27,0.74,
29.51,55.94,7.07,7.87,,0.76,6.53,19.79,36.54,83.19,0.74,0.04,265.05,706.07,2024-06-19 03:45:00,6.4,0.33,0.27,0.74,
29.51,55.94,6.77,8.11,,0.76,5.66,16.99,36.4,82.52,0.7,0.04,276.31,704.94,2024-06-19 04:00:00,6.81,0.33,0.27,0.74,
29.52,55.97,7.28,8.07,,0.76,7.77,15.01,36.08,82.1,0.76,0.04,258.53,704.09,2024-06-19 04:15:00,6.62,0.33,0.27,0.74,
29.72,56.37,7.39,7.58,,0.76,5.64,14.52,36.05,82.45,0.39,0.04,157.54,706.0,2024-06-19 04:30:00,7.05,0.33,0.27,0.74,
29.72,56.37,7.49,7.82,,0.76,7.39,15.53,36.33,81.38,0.36,0.04,71.3,706.97,2024-06-19 04:45:00,6.55,0.33,0.27,0.74,
29.72,56.37,7.5,7.74,,0.76,7.93,21.8,36.18,84.06,0.56,0.04,20.0,706.74,2024-06-19 05:00:00,6.94,0.33,0.27,0.74,
29.7,56.33,7.16,7.88,,0.76,7.19,21.76,36.21,83.83,0.69,0.04,290.28,706.7,2024-06-19 05:15:00,7.94,0.33,0.27,0.74,
29.34,55.62,6.41,8.01,,0.76,6.89,20.54,36.22,83.31,0.71,0.04,273.33,707.6,2024-06-19 05:30:00,6.65,0.33,0.27,0.74,
29.34,55.62,6.77,7.96,,0.76,6.85,20.87,36.28,80.65,0.72,0.04,279.27,708.66,2024-06-19 05:45:00,7.78,0.33,0.27,0.74,
29.34,55.62,7.25,8.02,,0.76,6.15,21.75,36.34,79.26,0.68,0.04,280.24,708.53,2024-06-19 06:00:00,6.06,0.33,0.27,0.74,
29.35,55.63,6.73,7.98,,0.76,6.02,25.33,36.3,79.89,0.75,0.04,258.17,709.5,2024-06-19 06:15:00,6.89,0.33,0.27,0.74,
29.44,55.81,7.6,7.88,,0.76,6.08,25.61,36.37,79.03,0.73,0.04,272.39,710.56,2024-06-19 06:30:00,7.9,0.33,0.27,0.74,
29.44,55.81,7.51,7.61,,0.76,6.86,19.05,36.31,80.23,0.75,0.04,272.88,711.02,2024-06-19 06:45:00,7.84,0.33,0.27,0.74,
29.44,55.81,7.06,8.06,,0.76,6.45,15.7,36.17,80.88,0.76,0.04,253.11,712.03,2024-06-19 07:00:00,7.91,0.33,0.27,0.74,
29.5,55.93,7.2,8.08,,0.76,6.34,16.3,36.27,80.66,0.69,0.04,267.6,713.52,2024-06-19 07:15:00,7.28,0.33,0.27,0.74,
30.57,58.06,6.91,8.08,,0.76,6.38,17.94,36.27,80.81,0.68,0.04,279.51,713.96,2024-06-19 07:30:00,6.22,0.33,0.27,0.74,
30.57,58.06,7.24,8.31,,0.76,7.09,21.0,36.18,82.36,0.45,0.04,288.48,714.34,2024-06-19 07:45:00,6.09,0.33,0.27,0.74,
30.57,58.06,6.86,8.2,,0.76,6.49,24.69,36.06,82.37,0.75,0.04,267.85,714.92,2024-06-19 08:00:00,6.44,0.33,0.27,0.74,
30.51,57.96,7.02,8.17,,0.76,6.34,25.08,36.16,81.08,0.77,0.04,264.64,715.0,2024-06-19 08:15:00,5.59,0.33,0.27,0.74,
29.6,56.12,7.38,8.02,,0.76,6.9,21.16,36.31,80.52,0.69,0.04,258.51,715.68,2024-06-19 08:30:00,6.48,0.33,0.27,0.74,
29.6,56.12,7.05,7.74,,0.76,7.49,26.09,36.54,79.44,0.63,0.04,265.52,716.1,2024-06-19 08:45:00,6.98,0.33,0.27,0.74,
29.6,56.12,6.99,8.26,,0.76,6.15,32.11,36.76,77.59,0.3,0.04,343.36,716.72,2024-06-19 09:00:00,6.13,0.33,0.27,0.74,
30.79,58.5,6.66,7.98,,0.76,6.87,27.54,36.96,76.7,0.27,0.04,5.63,717.0,2024-06-19 09:15:00,6.72,0.33,0.27,0.74,
47.47,91.88,7.35,7.92,,0.76,6.17,15.74,37.31,73.34,0.57,0.04,303.54,716.63,2024-06-19 09:30:00,6.28,0.33,0.27,0.74,
47.47,91.88,7.12,7.88,,0.76,7.49,27.32,37.35,70.77,0.59,0.04,303.02,715.74,2024-06-19 09:45:00,6.88,0.33,0.27,0.74,
47.47,91.88,6.6,7.87,,0.76,6.88,15.55,37.41,70.36,0.56,0.04,331.69,715.0,2024-06-19 10:00:00,6.83,0.33,0.27,0.74,
46.2,89.32,7.2,8.43,,0.76,7.1,15.86,37.57,69.81,0.61,0.04,289.68,714.69,2024-06-19 10:15:00,8.37,0.33,0.27,0.74,
28.33,53.58,6.85,8.09,,0.76,6.6,33.14,37.64,69.84,0.72,0.03,282.31,714.0,2024-06-19 10:30:00,6.26,0.33,0.27,0.74,
28.33,53.58,7.29,8.16,,0.76,6.73,15.82,37.67,69.87,0.75,0.03,269.12,713.71,2024-06-19 10:45:00,6.09,0.33,0.27,0.74,
28.33,53.58,6.51,7.81,,0.76,7.27,21.17,37.74,69.46,0.62,0.03,309.94,712.47,2024-06-19 11:00:00,6.72,0.33,0.27,0.74,
28.31,53.56,6.99,8.02,,0.76,7.09,19.46,38.07,68.83,0.53,0.04,316.18,711.84,2024-06-19 11:15:00,6.46,0.33,0.27,0.74,
28.14,53.22,7.02,7.74,,0.76,6.84,16.7,38.29,67.65,0.74,0.03,268.45,711.06,2024-06-19 11:30:00,6.46,0.33,0.27,0.74,
28.14,53.22,6.97,8.18,,0.76,6.46,16.79,38.39,66.37,0.61,0.03,294.09,710.54,2024-06-19 11:45:00,6.29,0.33,0.27,0.74,
28.14,53.22,7.15,8.08,,0.76,6.12,17.69,38.79,64.85,0.69,0.03,284.4,709.9,2024-06-19 12:00:00,6.03,0.33,0.27,0.74,
28.14,53.22,7.14,7.75,,0.76,6.53,17.6,39.19,63.85,0.68,0.03,295.08,709.0,2024-06-19 12:15:00,5.18,0.33,0.27,0.74,
28.14,53.21,6.66,8.08,,0.76,7.24,19.78,39.05,63.99,0.74,0.03,281.12,708.04,2024-06-19 12:30:00,5.57,0.33,0.27,0.74,
28.14,53.21,7.21,8.36,,0.76,6.63,21.68,39.3,62.77,0.7,0.03,287.4,708.0,2024-06-19 12:45:00,5.68,0.33,0.27,0.74,
28.14,53.21,6.72,7.89,,0.76,6.74,31.5,39.48,61.25,0.73,0.03,279.56,708.0,2024-06-19 13:00:00,6.95,0.33,0.27,0.74,
28.14,53.21,7.31,8.04,,0.76,7.18,16.12,39.27,61.78,0.73,0.03,278.71,707.72,2024-06-19 13:15:00,5.86,0.33,0.27,0.74,
28.14,53.21,7.13,8.12,,0.76,6.75,19.33,39.46,60.77,0.72,0.03,282.87,706.57,2024-06-19 13:30:00,6.08,0.33,0.27,0.74,
28.14,53.21,7.2,8.31,,0.76,5.76,20.67,39.72,59.44,0.62,0.03,308.25,705.74,2024-06-19 13:45:00,5.7,0.33,0.27,0.74,
28.14,53.21,7.3,7.95,,0.76,6.33,23.15,39.87,58.59,0.6,0.03,301.7,704.94,2024-06-19 14:00:00,6.54,0.33,0.27,0.74,
28.14,53.21,7.38,7.86,,0.76,5.98,24.61,39.82,58.21,0.63,0.03,290.53,704.02,2024-06-19 14:15:00,6.33,0.33,0.27,0.74,
28.14,53.21,7.35,8.53,,0.76,7.39,22.62,40.06,57.55,0.63,0.03,289.5,702.88,2024-06-19 14:30:00,6.97,0.33,0.27,0.74,
28.14,53.21,7.56,7.86,,0.76,6.37,57.13,40.22,56.56,0.7,0.03,283.42,701.66,2024-06-19 14:45:00,5.69,0.33,0.27,0.74,
28.14,53.21,7.2,7.53,,0.76,5.06,51.46,41.01,54.04,0.68,0.03,282.92,700.9,2024-06-19 15:00:00,5.99,0.33,0.27,0.74,
28.21,53.35,7.4,8.17,,0.76,5.94,49.06,40.84,53.45,0.74,0.03,270.23,700.0,2024-06-19 15:15:00,5.97,0.33,0.27,0.74,
29.39,55.71,6.97,8.08,,0.76,6.77,47.25,40.86,53.14,0.71,0.03,288.86,,2024-06-19 15:30:00,5.12,0.33,0.27,0.74,
29.39,55.71,7.54,8.08,,0.76,5.32,44.45,40.56,53.41,0.76,0.03,269.6,,2024-06-19 15:45:00,7.89,0.33,0.27,0.74,
29.39,55.71,7.18,7.9,,0.76,6.8,47.33,40.56,53.26,0.76,0.03,275.8,,2024-06-19 16:00:00,7.01,0.33,0.27,0.74,
29.33,55.59,7.24,8.37,,0.76,6.83,41.94,40.77,53.13,0.66,0.03,285.24,,2024-06-19 16:15:00,7.39,0.33,0.27,0.74,
28.47,53.87,7.92,7.83,,0.76,5.05,44.74,40.63,53.87,0.77,0.03,268.68,,2024-06-19 16:30:00,5.87,0.33,0.27,0.74,
28.47,53.87,7.03,7.64,,0.76,6.84,42.88,40.45,53.52,0.77,0.03,266.86,,2024-06-19 16:45:00,6.49,0.33,0.27,0.74,
28.47,53.87,7.42,7.9,,0.76,6.91,40.66,40.35,51.84,0.78,0.03,265.25,,2024-06-19 17:00:00,7.24,0.33,0.27,0.74,
28.52,53.97,7.45,7.98,,0.76,5.91,31.26,40.35,51.85,0.77,0.03,268.64,700.0,2024-06-19 17:15:00,6.27,0.33,0.27,0.74,
29.35,55.63,7.44,7.7,,0.76,6.57,35.37,40.21,53.08,0.78,0.04,262.67,700.0,2024-06-19 17:30:00,7.27,0.33,0.27,0.74,
29.35,55.63,6.86,7.77,,0.76,6.35,34.03,40.18,52.88,0.77,0.04,261.15,700.0,2024-06-19 17:45:00,5.75,0.33,0.27,0.74,
29.35,55.63,7.61,8.04,,0.76,6.85,28.32,40.15,52.95,0.78,0.04,265.89,700.61,2024-06-19 18:00:00,6.75,0.33,0.27,0.74,
29.33,55.59,7.24,7.79,,0.76,6.58,29.73,40.01,53.2,0.78,0.04,262.1,700.63,2024-06-19 18:15:00,7.43,0.33,0.27,0.74,
29.07,55.07,7.36,7.85,,0.76,5.7,32.82,39.92,53.05,0.78,0.04,262.05,700.91,2024-06-19 18:30:00,6.16,0.33,0.27,0.74,
29.07,55.07,7.45,7.7,,0.76,6.49,29.41,40.0,52.64,0.78,0.04,260.89,701.81,2024-06-19 18:45:00,6.84,0.33,0.27,0.74,
29.07,55.07,6.53,8.31,,0.76,6.88,30.75,39.97,52.63,0.78,0.04,259.84,702.4,2024-06-19 19:00:00,7.46,0.33,0.27,0.74,
29.04,55.01,6.83,8.01,,0.76,7.18,28.59,40.04,51.94,0.77,0.04,264.98,703.18,2024-06-19 19:15:00,5.87,0.33,0.27,0.74,
28.57,54.08,6.87,8.09,,0.76,6.27,28.81,39.96,52.19,0.76,0.04,261.44,704.34,2024-06-19 19:30:00,6.31,0.33,0.27,0.74,
28.57,54.08,6.65,8.18,,0.76,6.79,33.82,39.8,52.73,0.78,0.04,266.4,705.16,2024-06-19 19:45:00,6.72,0.33,0.27,0.74,
28.57,54.08,6.92,8.27,,0.76,5.41,20.65,39.49,54.35,0.65,0.04,292.67,706.52,2024-06-19 20:00:00,7.54,0.33,0.27,0.74,
28.72,54.38,7.22,7.68,,0.76,6.5,25.16,39.11,57.41,0.64,0.04,282.37,706.92,2024-06-19 20:15:00,6.14,0.33,0.27,0.74,
30.83,58.59,7.12,8.21,,0.76,6.38,33.45,38.72,60.17,0.55,0.04,299.14,706.86,2024-06-19 20:30:00,6.12,0.33,0.27,0.74,
30.83,58.59,7.47,8.07,,0.76,6.47,29.29,38.55,61.5,0.3,0.04,88.76,707.01,2024-06-19 20:45:00,5.95,0.33,0.27,0.74,
30.83,58.59,6.84,7.6,,0.76,6.39,27.41,38.46,61.96,0.41,0.04,185.71,707.83,2024-06-19 21:00:00,6.87,0.33,0.27,0.74,
30.78,58.49,7.21,7.95,,0.76,7.03,36.19,38.47,64.22,0.5,0.04,215.64,708.16,2024-06-19 21:15:00,6.35,0.33,0.27,0.74,
30.13,57.19,6.56,7.99,,0.76,7.69,36.84,38.07,69.23,0.61,0.04,223.11,708.27,2024-06-19 21:30:00,6.28,0.33,0.27,0.74,
30.13,57.19,7.01,8.16,,0.76,6.08,31.47,37.9,70.8,0.6,0.04,223.75,709.13,2024-06-19 21:45:00,6.55,0.33,0.27,0.74,
30.13,57.19,6.32,7.85,,0.76,7.46,28.75,37.86,71.27,0.59,0.04,195.76,709.8,2024-06-19 22:00:00,5.5,0.33,0.27,0.74,
30.09,57.1,6.6,7.87,,0.76,7.06,28.01,37.74,72.64,0.48,0.04,212.43,709.28,2024-06-19 22:15:00,6.71,0.33,0.27,0.74,
29.49,55.91,7.28,7.92,,0.76,6.24,27.56,37.66,73.46,0.48,0.04,200.75,708.88,2024-06-19 22:30:00,7.48,0.33,0.27,0.74,
29.49,55.91,7.01,8.2,,0.76,6.35,25.51,37.58,74.22,0.46,0.04,247.86,708.36,2024-06-19 22:45:00,6.7,0.33,0.27,0.74,
29.49,55.91,7.08,8.03,,0.76,6.53,26.21,37.46,75.08,0.52,0.04,264.4,709.02,2024-06-19 23:00:00,6.6,0.33,0.27,0.74,
29.51,55.94,6.71,8.13,,0.76,6.44,25.63,37.35,76.33,0.44,0.04,202.38,708.76,2024-06-19 23:15:00,6.69,0.33,0.27,0.74,
29.75,56.44,7.53,8.01,,0.76,6.27,27.96,37.25,77.32,0.56,0.04,199.05,709.02,2024-06-19 23:30:00,6.33,0.33,0.27,0.74,
29.75,56.44,7.07,7.95,,0.76,6.36,28.52,37.19,78.17,0.5,0.04,231.46,708.82,2024-06-19 23:45:00,6.96,0.33,0.27,0.74,
29.75,56.44,7.28,8.15,,0.76,5.63,27.47,37.16,78.99,0.39,0.04,247.3,708.17,2024-06-20 00:00:00,6.54,0.33,0.27,0.74,
29.76,56.45,7.51,8.15,,0.76,5.88,26.23,37.08,80.3,0.58,0.04,232.24,707.77,2024-06-20 00:15:00,5.93,0.33,0.27,0.74,
29.85,56.62,6.94,8.05,,0.76,6.32,26.67,37.0,81.54,0.57,0.04,236.2,707.01,2024-06-20 00:30:00,6.6,0.33,0.27,0.74,
29.85,56.62,6.9,8.19,,0.76,6.74,28.06,36.95,82.47,0.41,0.04,238.51,706.98,2024-06-20 00:45:00,6.89,0.33,0.27,0.74,
29.85,56.62,7.09,7.93,,0.76,6.33,30.82,36.86,83.22,0.46,0.04,229.6,706.41,2024-06-20 01:00:00,7.21,0.33,0.27,0.74,
29.9,56.73,7.4,8.1,,0.76,5.65,36.55,36.8,83.8,0.44,0.04,231.75,706.04,2024-06-20 01:15:00,6.27,0.33,0.27,0.74,
30.77,58.46,6.71,8.09,,0.76,6.59,36.75,36.81,83.84,0.31,0.04,240.32,705.7,2024-06-20 01:30:00,6.83,0.33,0.27,0.74,
30.77,58.46,7.07,7.86,,0.76,6.33,34.86,36.82,83.8,0.48,0.04,265.17,705.36,2024-06-20 01:45:00,7.08,0.33,0.27,0.74,
30.77,58.46,6.88,8.08,,0.76,6.19,36.31,36.82,83.87,0.41,0.04,249.75,705.49,2024-06-20 02:00:00,6.88,0.33,0.27,0.74,
30.79,58.52,6.9,7.66,,0.76,7.01,36.16,36.83,83.91,0.51,0.04,255.52,705.1,2024-06-20 02:15:00,7.82,0.33,0.27,0.74,
31.26,59.46,7.13,7.68,,0.76,6.46,36.49,36.82,84.05,0.59,0.04,262.17,705.81,2024-06-20 02:30:00,6.56,0.33,0.27,0.74,
31.26,59.46,7.42,8.1,,0.76,6.04,38.04,36.82,83.75,0.67,0.04,250.1,705.78,2024-06-20 02:45:00,5.47,0.33,0.27,0.74,
31.26,59.46,7.22,8.35,,0.76,6.74,44.27,36.87,82.84,0.74,0.04,257.61,705.07,2024-06-20 03:00:00,5.65,0.33,0.27,0.74,
31.23,59.39,7.23,8.25,,0.76,6.56,49.36,36.87,82.61,0.73,0.04,258.96,705.09,2024-06-20 03:15:00,7.19,0.33,0.27,0.74,
30.64,58.21,6.88,7.69,,0.76,7.69,47.3,36.89,82.07,0.7,0.04,261.53,705.87,2024-06-20 03:30:00,7.53,0.33,0.27,0.74,
30.64,58.21,7.35,7.64,,0.76,7.17,28.18,36.86,82.29,0.34,0.04,287.8,706.28,2024-06-20 03:45:00,6.71,0.33,0.27,0.74,
30.64,58.21,6.72,8.15,,0.76,6.6,27.48,36.89,82.85,0.61,0.04,56.77,706.77,2024-06-20 04:00:00,7.71,0.33,0.27,0.74,
30.65,58.23,6.62,7.72,,0.76,6.92,26.94,36.7,85.24,0.52,0.04,12.58,706.94,2024-06-20 04:15:00,6.74,0.33,0.27,0.74,
30.79,58.5,6.79,8.08,,0.76,6.97,24.18,36.46,87.16,0.33,0.04,85.29,707.0,2024-06-20 04:30:00,8.34,0.33,0.27,0.74,
30.79,58.5,7.35,8.16,,0.76,6.59,23.73,36.28,87.47,0.29,0.04,96.67,707.41,2024-06-20 04:45:00,5.87,0.33,0.27,0.74,
30.79,58.5,6.32,7.63,,0.76,6.24,23.51,36.31,85.29,0.66,0.04,304.56,707.99,2024-06-20 05:00:00,5.6,0.33,0.27,0.74,
30.72,58.38,6.9,7.95,,0.76,7.0,21.98,35.77,86.02,0.68,0.04,1.18,708.0,2024-06-20 05:15:00,6.94,0.33,0.27,0.74,
29.65,56.24,6.85,8.2,,0.76,6.79,19.86,35.44,87.09,0.72,0.04,357.5,708.0,2024-06-20 05:30:00,5.61,0.33,0.27,0.74,
29.65,56.24,7.16,7.93,,0.76,5.58,20.77,35.39,85.25,0.68,0.04,352.29,708.0,2024-06-20 05:45:00,7.34,0.33,0.27,0.74,
29.65,56.24,6.87,7.74,,0.76,6.2,26.24,35.46,82.42,0.4,0.04,344.1,708.0,2024-06-20 06:00:00,6.13,0.33,0.27,0.74,
29.63,56.18,7.14,7.93,,0.76,6.03,26.2,35.56,81.86,0.38,0.04,311.26,708.61,2024-06-20 06:15:00,6.31,0.33,0.27,0.74,
29.15,55.23,6.79,8.03,,0.76,7.14,22.49,35.74,80.36,0.49,0.04,317.76,709.39,2024-06-20 06:30:00,8.06,0.33,0.27,0.74,
29.15,55.23,6.83,8.21,,0.76,6.46,20.61,35.86,79.84,0.64,0.04,322.78,710.26,2024-06-20 06:45:00,6.62,0.33,0.27,0.74,
29.15,55.23,6.79,7.71,,0.76,6.69,24.31,35.81,80.37,0.52,0.04,358.95,711.0,2024-06-20 07:00:00,5.11,0.33,0.27,0.74,
29.16,55.25,6.95,7.96,,0.76,7.29,23.58,35.82,80.11,0.52,0.04,340.16,711.02,2024-06-20 07:15:00,5.92,0.33,0.27,0.74,
29.31,55.56,6.93,8.2,,0.76,6.71,21.3,35.94,79.03,0.26,0.04,57.64,711.66,2024-06-20 07:30:00,6.72,0.33,0.27,0.74,
29.31,55.56,6.97,7.84,,0.76,7.39,21.4,36.04,77.93,0.51,0.04,56.67,712.04,2024-06-20 07:45:00,6.85,0.33,0.27,0.74,
29.31,55.56,6.85,8.04,,0.76,6.54,16.72,36.19,76.76,0.22,0.04,262.49,713.78,2024-06-20 08:00:00,6.03,0.33,0.27,0.74,
29.34,55.61,6.66,7.89,,0.76,6.0,15.62,36.31,75.99,0.75,0.04,263.79,714.44,2024-06-20 08:15:00,6.58,0.33,0.27,0.74,
29.69,56.31,6.25,8.02,,0.76,6.7,19.46,36.4,75.6,0.71,0.04,274.97,714.52,2024-06-20 08:30:00,5.3,0.33,0.27,0.74,
29.69,56.31,7.38,8.04,,0.76,6.17,24.24,36.52,75.09,0.76,0.04,263.89,715.0,2024-06-20 08:45:00,7.27,0.33,0.27,0.74,
29.69,56.31,6.54,8.03,,0.76,7.53,27.01,36.73,74.58,0.58,0.04,293.06,715.0,2024-06-20 09:00:00,6.96,0.33,0.27,0.74,
30.98,58.9,6.78,7.99,,0.76,5.79,33.94,37.22,72.18,0.66,0.04,274.81,715.0,2024-06-20 09:15:00,7.54,0.33,0.27,0.74,
53.0,102.93,6.5,8.09,,0.76,6.88,36.55,37.55,69.96,0.6,0.04,281.03,715.02,2024-06-20 09:30:00,6.37,0.33,0.27,0.74,
53.0,102.93,6.81,7.95,,0.76,7.32,22.27,37.97,66.03,0.58,0.04,290.07,715.02,2024-06-20 09:45:00,7.34,0.33,0.27,0.74,
53.0,102.93,7.61,7.67,,0.76,5.69,17.0,38.33,63.27,0.76,0.03,266.41,715.0,2024-06-20 10:00:00,6.46,0.33,0.27,0.74,
51.79,100.5,6.9,8.14,,0.76,6.52,16.1,38.72,59.81,0.72,0.03,280.48,714.06,2024-06-20 10:15:00,5.87,0.33,0.27,0.74,
31.17,59.27,7.29,7.94,,0.76,7.02,28.1,38.95,57.62,0.55,0.03,314.24,713.92,2024-06-20 10:30:00,8.26,0.33,0.27,0.74,
31.17,59.27,6.63,8.17,,0.76,6.51,15.1,39.23,56.12,0.62,0.03,285.41,713.74,2024-06-20 10:45:00,6.34,0.33,0.27,0.74,
31.17,59.27,6.56,8.13,,0.76,6.59,16.56,39.64,55.68,0.56,0.04,299.87,712.82,2024-06-20 11:00:00,6.93,0.33,0.27,0.74,
30.99,58.91,7.39,7.73,,0.76,6.29,18.02,40.05,53.78,0.6,0.03,306.67,712.16,2024-06-20 11:15:00,6.13,0.33,0.27,0.74,
28.47,53.88,7.05,8.25,,0.76,6.42,18.63,40.57,50.34,0.65,0.03,308.92,712.0,2024-06-20 11:30:00,7.24,0.33,0.27,0.74,
28.47,53.88,7.3,8.34,,0.76,6.82,20.24,40.9,47.6,0.7,0.03,290.95,711.44,2024-06-20 11:45:00,6.76,0.33,0.27,0.74,
28.47,53.88,6.58,8.45,,0.76,7.35,23.7,41.24,46.16,0.64,0.03,305.57,711.0,2024-06-20 12:00:00,6.37,0.33,0.27,0.74,
28.57,54.08,7.15,7.95,,0.76,6.53,24.92,40.74,47.1,0.73,0.03,277.71,710.57,2024-06-20 12:15:00,5.64,0.33,0.27,0.74,
30.29,57.52,6.61,8.12,,0.76,7.69,23.91,40.83,47.42,0.62,0.03,295.22,709.42,2024-06-20 12:30:00,7.24,0.33,0.27,0.74,
30.29,57.52,6.14,7.9,,0.76,6.26,25.48,41.34,46.21,0.58,0.03,319.66,708.31,2024-06-20 12:45:00,4.69,0.33,0.27,0.74,
30.29,57.52,6.55,7.55,,0.76,6.4,29.19,41.77,45.31,0.6,0.03,306.09,707.74,2024-06-20 13:00:00,6.24,0.33,0.27,0.74,
30.16,57.25,7.0,7.94,,0.76,6.46,35.83,41.59,45.05,0.7,0.03,278.05,707.09,2024-06-20 13:15:00,7.76,0.33,0.27,0.74,
28.27,53.47,6.59,7.97,,0.76,5.76,36.58,41.41,45.74,0.67,0.03,282.16,706.7,2024-06-20 13:30:00,6.42,0.33,0.27,0.74,
28.27,53.47,7.16,7.74,,0.76,7.53,41.25,41.18,48.49,0.38,0.04,315.48,706.19,2024-06-20 13:45:00,6.39,0.33,0.27,0.74,
28.27,53.47,6.76,7.93,,0.76,6.77,38.16,41.69,46.58,0.5,0.04,316.57,705.18,2024-06-20 14:00:00,6.11,0.33,0.27,0.74,
28.26,53.45,7.14,8.27,,0.76,5.47,39.67,41.34,47.49,0.57,0.04,349.37,704.79,2024-06-20 14:15:00,5.41,0.33,0.27,0.74,
28.15,53.23,6.53,8.16,,0.76,6.19,36.41,41.29,46.84,0.65,0.03,278.35,704.0,2024-06-20 14:30:00,6.44,0.33,0.27,0.74,
28.15,53.23,6.66,7.85,,0.76,6.13,30.38,41.24,47.03,0.49,0.04,325.09,702.91,2024-06-20 14:45:00,5.77,0.33,0.27,0.74,
28.15,53.23,6.54,7.8,,0.76,6.7,36.07,41.25,47.05,0.64,0.04,3.25,701.91,2024-06-20 15:00:00,6.88,0.33,0.27,0.74,
28.15,53.23,7.2,7.84,,0.76,6.56,43.66,41.55,46.8,0.57,0.04,357.75,700.99,2024-06-20 15:15:00,7.54,0.33,0.27,0.74,
28.14,53.21,6.78,7.74,,0.76,6.36,48.24,41.77,45.34,0.72,0.04,343.23,700.16,2024-06-20 15:30:00,6.6,0.33,0.27,0.74,
28.14,53.21,6.86,7.57,,0.76,7.26,45.39,41.54,46.52,0.32,0.04,355.88,,2024-06-20 15:45:00,7.03,0.33,0.27,0.74,
28.14,53.21,6.57,8.12,,0.76,5.81,42.59,41.62,45.91,0.57,0.04,288.24,,2024-06-20 16:00:00,6.93,0.33,0.27,0.74,
28.14,53.21,6.94,7.59,,0.76,6.23,37.57,41.42,47.27,0.55,0.04,329.84,,2024-06-20 16:15:00,6.74,0.33,0.27,0.74,
28.14,53.21,6.68,7.65,,0.76,7.36,33.24,41.31,47.21,0.41,0.04,311.93,,2024-06-20 16:30:00,6.05,0.33,0.27,0.74,
28.14,53.21,7.12,8.25,,0.76,6.37,31.13,41.21,48.09,0.38,0.04,5.36,,2024-06-20 16:45:00,5.47,0.33,0.27,0.74,
28.14,53.21,7.45,8.06,,0.76,6.1,31.2,41.23,48.28,0.32,0.04,21.76,,2024-06-20 17:00:00,6.11,0.33,0.27,0.74,
28.14,53.21,7.08,7.71,,0.76,5.73,30.25,41.28,47.37,0.49,0.04,340.36,,2024-06-20 17:15:00,8.45,0.33,0.27,0.74,
28.14,53.21,7.28,7.94,,0.76,6.73,30.33,41.11,47.96,0.41,0.04,48.57,,2024-06-20 17:30:00,7.0,0.33,0.27,0.74,
28.14,53.21,7.33,7.85,,0.76,6.23,29.99,41.01,48.02,0.61,0.04,33.67,,2024-06-20 17:45:00,6.77,0.33,0.27,0.74,
28.14,53.21,6.96,8.12,,0.76,6.69,35.1,40.97,48.94,0.65,0.04,91.62,,2024-06-20 18:00:00,6.38,0.33,0.27,0.74,
28.14,53.21,6.81,8.38,,0.76,6.9,31.36,40.71,49.87,0.42,0.04,71.93,,2024-06-20 18:15:00,5.44,0.33,0.27,0.74,
28.14,53.21,7.44,8.21,,0.76,7.08,30.61,40.56,50.38,0.4,0.04,337.22,,2024-06-20 18:30:00,5.84,0.33,0.27,0.74,
28.14,53.21,6.64,8.09,,0.76,6.55,28.72,40.32,51.11,0.32,0.04,150.34,700.57,2024-06-20 18:45:00,7.57,0.33,0.27,0.74,
28.14,53.21,7.25,7.81,,0.76,7.31,25.54,39.93,54.78,0.62,0.04,188.24,701.89,2024-06-20 19:00:00,6.27,0.33,0.27,0.74,
28.14,53.21,6.18,7.95,,0.76,6.55,25.83,39.51,55.81,0.63,0.04,193.0,703.01,2024-06-20 19:15:00,5.96,0.33,0.27,0.74,
28.14,53.21,7.55,7.94,,0.76,6.34,27.09,39.29,56.36,0.59,0.04,180.81,703.37,2024-06-20 19:30:00,6.4,0.33,0.27,0.74,
28.14,53.21,7.65,8.34,,0.76,6.43,26.48,39.17,56.93,0.43,0.04,208.84,703.69,2024-06-20 19:45:00,6.48,0.33,0.27,0.74,
28.14,53.21,6.76,7.98,,0.76,6.17,27.06,39.12,57.06,0.48,0.04,224.62,704.49,2024-06-20 20:00:00,6.56,0.33,0.27,0.74,
28.14,53.21,7.06,8.01,,0.76,5.91,26.18,39.04,57.79,0.37,0.04,182.32,705.71,2024-06-20 20:15:00,5.46,0.33,0.27,0.74,
